name,index,slug,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score,Date
Al-Farouq Aminu,3134,aminual01,PORTLAND TRAIL BLAZERS,AWAY,UTAH JAZZ,WIN,1501,4,6,0,2,0,0,1,5,1,0,1,0,0,9.0,2019-01-21
Al-Farouq Aminu,3337,aminual01,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1840,1,7,0,5,2,4,2,11,4,0,0,0,3,5.0,2019-01-22
Al-Farouq Aminu,3624,aminual01,PORTLAND TRAIL BLAZERS,AWAY,PHOENIX SUNS,WIN,956,3,5,1,1,0,0,2,3,1,0,0,1,0,6.7,2019-01-24
Al-Farouq Aminu,3867,aminual01,PORTLAND TRAIL BLAZERS,HOME,ATLANTA HAWKS,WIN,1852,4,5,2,3,7,7,0,8,4,2,1,0,2,22.2,2019-01-26
Al-Farouq Aminu,4533,aminual01,PORTLAND TRAIL BLAZERS,HOME,UTAH JAZZ,WIN,1295,0,3,0,2,2,2,1,3,2,0,1,1,0,2.6,2019-01-30
Al-Farouq Aminu,5367,aminual01,PORTLAND TRAIL BLAZERS,HOME,MIAMI HEAT,LOSS,1000,2,4,1,1,0,0,0,1,1,0,0,0,0,4.0,2019-02-05
Al-Farouq Aminu,5603,aminual01,PORTLAND TRAIL BLAZERS,HOME,SAN ANTONIO SPURS,WIN,1343,3,5,0,0,5,5,2,6,1,1,0,0,1,13.2,2019-02-07
Al-Farouq Aminu,6147,aminual01,PORTLAND TRAIL BLAZERS,AWAY,DALLAS MAVERICKS,LOSS,1322,1,3,0,1,0,0,0,5,3,0,0,2,0,1.9,2019-02-10
Al-Farouq Aminu,6238,aminual01,PORTLAND TRAIL BLAZERS,AWAY,OKLAHOMA CITY THUNDER,LOSS,1999,5,9,2,4,1,1,2,7,2,1,0,3,4,10.0,2019-02-11
Al-Farouq Aminu,6525,aminual01,PORTLAND TRAIL BLAZERS,HOME,GOLDEN STATE WARRIORS,WIN,1343,3,7,2,4,4,4,1,6,4,0,0,0,3,12.4,2019-02-13
Al-Farouq Aminu,6803,aminual01,PORTLAND TRAIL BLAZERS,AWAY,BROOKLYN NETS,WIN,1804,4,6,3,4,0,0,0,10,0,0,0,0,0,11.4,2019-02-21
Al-Farouq Aminu,7139,aminual01,PORTLAND TRAIL BLAZERS,AWAY,PHILADELPHIA 76ERS,WIN,1619,5,9,0,2,5,5,1,5,2,1,0,1,1,13.9,2019-02-23
Al-Farouq Aminu,7504,aminual01,PORTLAND TRAIL BLAZERS,AWAY,CLEVELAND CAVALIERS,WIN,1768,3,8,1,3,0,0,1,2,2,1,2,0,2,6.9,2019-02-25
Al-Farouq Aminu,7794,aminual01,PORTLAND TRAIL BLAZERS,AWAY,BOSTON CELTICS,WIN,1673,1,2,1,1,1,2,2,7,2,2,0,1,1,8.1,2019-02-27
Al-Farouq Aminu,8110,aminual01,PORTLAND TRAIL BLAZERS,AWAY,TORONTO RAPTORS,LOSS,1261,4,9,2,3,0,0,1,1,3,0,2,2,1,7.4,2019-03-01
Al-Farouq Aminu,8435,aminual01,PORTLAND TRAIL BLAZERS,AWAY,CHARLOTTE HORNETS,WIN,1877,6,9,1,3,1,1,2,4,4,0,0,4,3,10.3,2019-03-03
Al-Farouq Aminu,8754,aminual01,PORTLAND TRAIL BLAZERS,AWAY,MEMPHIS GRIZZLIES,LOSS,1620,3,7,1,5,0,0,0,1,1,2,0,1,1,4.9,2019-03-05
Al-Farouq Aminu,9030,aminual01,PORTLAND TRAIL BLAZERS,HOME,OKLAHOMA CITY THUNDER,LOSS,2247,2,8,0,4,5,6,1,8,0,0,1,2,5,3.6,2019-03-07
Al-Farouq Aminu,9322,aminual01,PORTLAND TRAIL BLAZERS,HOME,PHOENIX SUNS,WIN,1468,2,6,1,3,0,0,1,6,0,0,1,1,1,3.4,2019-03-09
Al-Farouq Aminu,9785,aminual01,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES CLIPPERS,WIN,1494,2,6,0,2,0,0,1,4,0,2,1,0,2,4.4,2019-03-12
Al-Farouq Aminu,10185,aminual01,PORTLAND TRAIL BLAZERS,AWAY,NEW ORLEANS PELICANS,WIN,1541,2,6,0,2,2,2,1,8,1,3,1,2,2,7.3,2019-03-15
Al-Farouq Aminu,10400,aminual01,PORTLAND TRAIL BLAZERS,AWAY,SAN ANTONIO SPURS,LOSS,1400,1,4,0,1,0,0,1,4,2,0,0,0,1,2.5,2019-03-16
Al-Farouq Aminu,10648,aminual01,PORTLAND TRAIL BLAZERS,HOME,INDIANA PACERS,WIN,1568,5,8,4,5,2,2,1,2,0,1,0,2,2,11.9,2019-03-18
Al-Farouq Aminu,11071,aminual01,PORTLAND TRAIL BLAZERS,HOME,DALLAS MAVERICKS,WIN,1300,2,6,1,4,1,1,0,4,0,0,0,2,1,1.4,2019-03-20
Al-Farouq Aminu,11388,aminual01,PORTLAND TRAIL BLAZERS,HOME,DETROIT PISTONS,WIN,2214,8,13,2,5,4,5,2,5,1,1,0,1,1,18.9,2019-03-23
Al-Farouq Aminu,11774,aminual01,PORTLAND TRAIL BLAZERS,HOME,BROOKLYN NETS,WIN,1399,2,8,0,4,2,2,0,7,3,0,0,1,2,3.6,2019-03-25
Al-Farouq Aminu,12037,aminual01,PORTLAND TRAIL BLAZERS,AWAY,CHICAGO BULLS,WIN,1393,5,7,0,2,2,2,1,10,1,1,0,0,0,14.5,2019-03-27
Al-Farouq Aminu,12315,aminual01,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,WIN,1775,5,9,1,2,6,6,1,10,2,0,1,0,2,17.7,2019-03-29
Al-Farouq Aminu,12608,aminual01,PORTLAND TRAIL BLAZERS,AWAY,DETROIT PISTONS,LOSS,1277,0,9,0,3,0,0,1,6,1,0,0,1,0,-4.1,2019-03-30
Alan Williams,1619,willial03,BROOKLYN NETS,AWAY,TORONTO RAPTORS,LOSS,523,3,4,0,0,2,4,2,6,2,0,0,1,0,9.2,2019-01-11
Alan Williams,5051,willial03,BROOKLYN NETS,AWAY,ORLANDO MAGIC,LOSS,98,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7,2019-02-02
Alan Williams,5238,willial03,BROOKLYN NETS,HOME,MILWAUKEE BUCKS,LOSS,388,1,3,0,0,0,0,1,5,0,0,0,0,2,1.7,2019-02-04
Alan Williams,10365,willial03,BROOKLYN NETS,AWAY,UTAH JAZZ,LOSS,304,2,2,0,0,0,0,1,2,1,1,0,0,0,6.4,2019-03-16
Alec Burks,215,burksal01,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,1644,4,7,1,2,0,0,0,3,0,0,0,0,2,5.8,2019-01-02
Alec Burks,420,burksal01,CLEVELAND CAVALIERS,HOME,UTAH JAZZ,LOSS,1776,6,13,3,4,2,3,1,2,2,0,1,1,1,11.9,2019-01-04
Alec Burks,659,burksal01,CLEVELAND CAVALIERS,HOME,NEW ORLEANS PELICANS,LOSS,2136,2,9,2,6,2,2,1,2,6,1,0,1,2,7.2,2019-01-05
Alec Burks,1088,burksal01,CLEVELAND CAVALIERS,HOME,INDIANA PACERS,LOSS,1792,7,9,3,3,2,2,1,6,0,1,1,1,2,17.9,2019-01-08
Alec Burks,1277,burksal01,CLEVELAND CAVALIERS,AWAY,NEW ORLEANS PELICANS,LOSS,1598,4,7,2,3,7,8,0,0,2,1,0,1,4,13.1,2019-01-09
Alec Burks,1581,burksal01,CLEVELAND CAVALIERS,AWAY,HOUSTON ROCKETS,LOSS,1639,5,10,1,4,2,2,1,6,4,1,2,0,4,14.1,2019-01-11
Alec Burks,1927,burksal01,CLEVELAND CAVALIERS,AWAY,LOS ANGELES LAKERS,WIN,1972,4,10,2,5,7,8,1,12,4,1,0,0,5,17.3,2019-01-13
Alec Burks,2433,burksal01,CLEVELAND CAVALIERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1426,3,7,1,1,0,0,1,2,0,0,1,1,1,3.9,2019-01-16
Alec Burks,2725,burksal01,CLEVELAND CAVALIERS,AWAY,UTAH JAZZ,LOSS,1428,3,11,0,2,0,1,1,5,2,1,1,1,2,2.6,2019-01-18
Alec Burks,2867,burksal01,CLEVELAND CAVALIERS,AWAY,DENVER NUGGETS,LOSS,1300,1,4,0,2,6,6,1,3,2,0,0,1,0,7.6,2019-01-19
Alec Burks,3286,burksal01,CLEVELAND CAVALIERS,HOME,CHICAGO BULLS,LOSS,1032,1,7,0,0,1,1,1,4,0,0,0,3,0,-2.6,2019-01-21
Alec Burks,3425,burksal01,CLEVELAND CAVALIERS,AWAY,BOSTON CELTICS,LOSS,1533,3,8,1,2,3,4,1,8,6,2,2,2,2,13.1,2019-01-23
Alec Burks,3719,burksal01,CLEVELAND CAVALIERS,HOME,MIAMI HEAT,LOSS,1796,5,9,2,3,1,2,1,6,3,1,0,3,1,10.5,2019-01-25
Alec Burks,4017,burksal01,CLEVELAND CAVALIERS,AWAY,CHICAGO BULLS,WIN,1940,6,13,3,7,3,4,1,7,2,0,0,2,1,12.7,2019-01-27
Alec Burks,4317,burksal01,CLEVELAND CAVALIERS,HOME,WASHINGTON WIZARDS,WIN,2110,3,7,1,4,1,2,1,4,9,0,0,1,3,9.9,2019-01-29
Alec Burks,4901,burksal01,CLEVELAND CAVALIERS,HOME,DALLAS MAVERICKS,LOSS,2017,3,8,1,5,4,4,0,8,5,0,0,1,3,10.3,2019-02-02
Alec Burks,5310,burksal01,CLEVELAND CAVALIERS,HOME,BOSTON CELTICS,LOSS,2239,9,19,2,6,1,1,2,2,2,2,0,3,2,12.9,2019-02-05
Alec Burks,5753,burksal01,SACRAMENTO KINGS,HOME,MIAMI HEAT,WIN,881,4,5,0,1,1,1,1,3,1,1,0,0,0,10.4,2019-02-08
Alec Burks,6159,burksal01,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,1268,0,1,0,0,0,0,0,3,0,0,0,0,0,0.2,2019-02-10
Alec Burks,6665,burksal01,SACRAMENTO KINGS,AWAY,DENVER NUGGETS,LOSS,420,0,0,0,0,0,0,0,2,2,0,0,1,0,1.0,2019-02-13
Alec Burks,6872,burksal01,SACRAMENTO KINGS,AWAY,GOLDEN STATE WARRIORS,LOSS,319,0,2,0,2,0,0,0,2,0,1,0,1,0,-0.8,2019-02-21
Alec Burks,7270,burksal01,SACRAMENTO KINGS,AWAY,OKLAHOMA CITY THUNDER,WIN,950,1,3,0,0,2,2,0,1,0,0,0,0,2,1.8,2019-02-23
Alec Burks,7575,burksal01,SACRAMENTO KINGS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,453,0,0,0,0,1,2,0,0,1,0,0,0,0,1.3,2019-02-25
Alec Burks,8134,burksal01,SACRAMENTO KINGS,HOME,LOS ANGELES CLIPPERS,LOSS,810,2,4,0,2,0,0,0,3,0,1,1,0,2,3.8,2019-03-01
Alec Burks,8986,burksal01,SACRAMENTO KINGS,HOME,BOSTON CELTICS,LOSS,227,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,2019-03-06
Alec Burks,9634,burksal01,SACRAMENTO KINGS,AWAY,WASHINGTON WIZARDS,LOSS,274,2,3,0,0,0,0,0,0,1,1,0,0,1,4.0,2019-03-11
Alec Burks,10083,burksal01,SACRAMENTO KINGS,AWAY,BOSTON CELTICS,LOSS,633,0,1,0,1,0,0,0,1,1,3,0,2,2,0.5,2019-03-14
Alec Burks,10567,burksal01,SACRAMENTO KINGS,HOME,CHICAGO BULLS,WIN,571,0,0,0,0,0,0,0,2,2,0,0,0,0,2.0,2019-03-17
Alec Burks,12566,burksal01,SACRAMENTO KINGS,AWAY,HOUSTON ROCKETS,LOSS,417,0,0,0,0,0,0,0,2,1,1,0,0,0,2.3,2019-03-30
Alex Abrines,4373,abrinal01,OKLAHOMA CITY THUNDER,AWAY,ORLANDO MAGIC,WIN,346,1,2,1,2,0,0,0,1,0,0,0,0,1,1.9,2019-01-29
Alex Abrines,4810,abrinal01,OKLAHOMA CITY THUNDER,AWAY,MIAMI HEAT,WIN,561,0,2,0,1,0,0,0,0,0,0,0,0,1,-1.8,2019-02-01
Alex Caruso,3181,carusal01,LOS ANGELES LAKERS,HOME,GOLDEN STATE WARRIORS,LOSS,720,2,3,1,1,1,4,0,0,1,0,2,0,1,5.2,2019-01-21
Alex Caruso,4129,carusal01,LOS ANGELES LAKERS,HOME,PHOENIX SUNS,WIN,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-01-27
Alex Caruso,4394,carusal01,LOS ANGELES LAKERS,HOME,PHILADELPHIA 76ERS,LOSS,71,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,2019-01-29
Alex Caruso,7287,carusal01,LOS ANGELES LAKERS,AWAY,NEW ORLEANS PELICANS,LOSS,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2019-02-23
Alex Caruso,8657,carusal01,LOS ANGELES LAKERS,HOME,LOS ANGELES CLIPPERS,LOSS,300,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3,2019-03-04
Alex Caruso,8850,carusal01,LOS ANGELES LAKERS,HOME,DENVER NUGGETS,LOSS,1759,6,11,1,4,2,2,1,5,3,0,0,1,3,11.8,2019-03-06
Alex Caruso,9295,carusal01,LOS ANGELES LAKERS,HOME,BOSTON CELTICS,LOSS,1784,3,3,0,0,2,2,0,2,2,0,1,0,5,7.8,2019-03-09
Alex Caruso,9804,carusal01,LOS ANGELES LAKERS,AWAY,CHICAGO BULLS,WIN,659,1,1,1,1,0,0,0,0,1,1,0,2,1,2.0,2019-03-12
Alex Caruso,9994,carusal01,LOS ANGELES LAKERS,AWAY,TORONTO RAPTORS,LOSS,1590,5,7,1,1,5,5,1,4,5,0,0,1,4,15.9,2019-03-14
Alex Caruso,10146,carusal01,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,1468,4,11,2,4,6,8,2,2,2,2,1,1,3,13.0,2019-03-15
Alex Caruso,10454,carusal01,LOS ANGELES LAKERS,AWAY,NEW YORK KNICKS,LOSS,1668,3,6,1,1,5,6,2,1,2,5,3,0,3,17.6,2019-03-17
Alex Caruso,10874,carusal01,LOS ANGELES LAKERS,AWAY,MILWAUKEE BUCKS,LOSS,1340,0,6,0,1,4,4,3,1,2,2,0,2,1,3.2,2019-03-19
Alex Caruso,11314,carusal01,LOS ANGELES LAKERS,HOME,BROOKLYN NETS,LOSS,2076,3,10,2,4,2,2,2,6,2,1,0,3,5,4.8,2019-03-22
Alex Caruso,11688,carusal01,LOS ANGELES LAKERS,HOME,SACRAMENTO KINGS,WIN,1085,2,6,0,3,2,2,0,2,0,0,0,1,3,1.0,2019-03-24
Alex Caruso,11960,carusal01,LOS ANGELES LAKERS,HOME,WASHINGTON WIZARDS,WIN,1209,1,3,1,3,1,2,0,3,3,0,0,2,1,2.5,2019-03-26
Alex Caruso,12058,carusal01,LOS ANGELES LAKERS,AWAY,UTAH JAZZ,LOSS,1571,5,10,2,4,1,2,0,1,4,1,0,1,5,8.7,2019-03-27
Alex Caruso,12395,carusal01,LOS ANGELES LAKERS,HOME,CHARLOTTE HORNETS,WIN,1067,3,6,1,3,0,0,0,1,1,1,0,3,1,2.6,2019-03-29
Alex Caruso,12616,carusal01,LOS ANGELES LAKERS,AWAY,NEW ORLEANS PELICANS,WIN,1730,7,11,4,4,5,6,2,1,6,4,0,2,3,24.4,2019-03-31
Alex Len,118,lenal01,ATLANTA HAWKS,AWAY,WASHINGTON WIZARDS,LOSS,1646,11,19,1,3,1,2,6,5,0,0,3,1,3,20.3,2019-01-02
Alex Len,451,lenal01,ATLANTA HAWKS,AWAY,MILWAUKEE BUCKS,LOSS,1282,4,8,1,3,3,9,2,6,3,1,1,3,1,9.2,2019-01-04
Alex Len,862,lenal01,ATLANTA HAWKS,HOME,MIAMI HEAT,WIN,1181,2,8,0,1,0,0,3,4,0,1,0,1,3,1.3,2019-01-06
Alex Len,1228,lenal01,ATLANTA HAWKS,AWAY,TORONTO RAPTORS,LOSS,1329,0,4,0,2,0,0,1,5,0,0,1,0,2,-0.7,2019-01-08
Alex Len,1343,lenal01,ATLANTA HAWKS,AWAY,BROOKLYN NETS,LOSS,1156,2,7,0,1,6,6,2,2,0,0,1,0,3,7.4,2019-01-09
Alex Len,1679,lenal01,ATLANTA HAWKS,AWAY,PHILADELPHIA 76ERS,WIN,781,4,6,0,1,1,3,1,5,0,0,2,4,2,4.4,2019-01-11
Alex Len,1964,lenal01,ATLANTA HAWKS,HOME,MILWAUKEE BUCKS,LOSS,1024,5,8,0,0,2,2,5,3,0,0,0,2,6,8.4,2019-01-13
Alex Len,2173,lenal01,ATLANTA HAWKS,HOME,OKLAHOMA CITY THUNDER,WIN,1830,9,14,1,4,5,6,4,7,3,1,2,0,4,25.2,2019-01-15
Alex Len,2805,lenal01,ATLANTA HAWKS,HOME,BOSTON CELTICS,LOSS,1136,7,10,1,2,0,0,2,4,2,1,1,2,0,14.5,2019-01-19
Alex Len,3270,lenal01,ATLANTA HAWKS,HOME,ORLANDO MAGIC,LOSS,841,1,7,0,3,0,2,0,4,1,0,1,0,0,-0.7,2019-01-21
Alex Len,3408,lenal01,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,1350,4,10,0,0,6,7,7,3,1,2,0,1,1,15.3,2019-01-23
Alex Len,3906,lenal01,ATLANTA HAWKS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,824,3,7,1,1,2,2,1,4,2,0,2,1,2,8.2,2019-01-26
Alex Len,4165,lenal01,ATLANTA HAWKS,AWAY,LOS ANGELES CLIPPERS,WIN,1251,7,12,0,1,5,6,3,6,3,1,1,3,2,16.9,2019-01-28
Alex Len,4496,lenal01,ATLANTA HAWKS,AWAY,SACRAMENTO KINGS,LOSS,1077,6,10,1,4,0,0,1,2,0,0,0,2,4,6.1,2019-01-30
Alex Len,4794,lenal01,ATLANTA HAWKS,AWAY,UTAH JAZZ,LOSS,523,0,4,0,2,0,0,2,2,0,1,1,0,0,0.9,2019-02-01
Alex Len,4971,lenal01,ATLANTA HAWKS,AWAY,PHOENIX SUNS,WIN,1100,3,7,0,0,1,2,2,7,1,0,1,3,2,4.0,2019-02-02
Alex Len,5231,lenal01,ATLANTA HAWKS,AWAY,WASHINGTON WIZARDS,WIN,822,0,2,0,0,2,2,1,2,1,0,0,0,0,2.6,2019-02-04
Alex Len,5652,lenal01,ATLANTA HAWKS,HOME,TORONTO RAPTORS,LOSS,377,1,1,1,1,1,2,2,2,0,0,0,1,0,4.3,2019-02-07
Alex Len,5930,lenal01,ATLANTA HAWKS,HOME,CHARLOTTE HORNETS,LOSS,635,2,4,0,1,3,4,5,2,3,0,1,0,1,11.1,2019-02-09
Alex Len,6101,lenal01,ATLANTA HAWKS,HOME,ORLANDO MAGIC,LOSS,1162,4,7,2,3,6,8,0,2,1,0,1,1,4,11.3,2019-02-10
Alex Len,6423,lenal01,ATLANTA HAWKS,HOME,LOS ANGELES LAKERS,WIN,743,4,5,3,4,0,0,0,2,1,0,0,3,4,5.8,2019-02-12
Alex Len,6735,lenal01,ATLANTA HAWKS,HOME,NEW YORK KNICKS,LOSS,1412,1,7,1,4,3,4,2,4,1,2,2,2,2,5.0,2019-02-14
Alex Len,6986,lenal01,ATLANTA HAWKS,HOME,DETROIT PISTONS,LOSS,1180,3,3,2,2,0,0,0,6,0,1,0,2,3,6.7,2019-02-22
Alex Len,7293,lenal01,ATLANTA HAWKS,HOME,PHOENIX SUNS,WIN,792,0,2,0,1,0,0,0,1,1,0,0,0,0,-0.4,2019-02-23
Alex Len,7571,lenal01,ATLANTA HAWKS,AWAY,HOUSTON ROCKETS,LOSS,556,1,2,1,2,0,0,0,0,0,0,0,0,1,1.6,2019-02-25
Alex Len,7895,lenal01,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,WIN,550,0,2,0,1,1,2,1,0,0,0,0,0,2,-0.9,2019-02-27
Alex Len,8039,lenal01,ATLANTA HAWKS,HOME,CHICAGO BULLS,LOSS,2153,9,12,2,4,4,9,2,8,1,1,2,1,5,21.1,2019-03-01
Alex Len,8373,lenal01,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,1596,9,18,5,8,5,8,4,5,2,0,2,0,5,22.9,2019-03-03
Alex Len,8670,lenal01,ATLANTA HAWKS,AWAY,MIAMI HEAT,LOSS,1249,0,6,0,3,2,2,1,3,2,0,0,1,3,-1.4,2019-03-04
Alex Len,8864,lenal01,ATLANTA HAWKS,HOME,SAN ANTONIO SPURS,LOSS,1715,4,8,2,5,1,2,2,5,2,1,0,1,2,10.1,2019-03-06
Alex Len,9296,lenal01,ATLANTA HAWKS,HOME,BROOKLYN NETS,LOSS,1764,7,14,1,7,0,0,2,2,0,0,1,1,5,7.7,2019-03-09
Alex Len,9402,lenal01,ATLANTA HAWKS,HOME,NEW ORLEANS PELICANS,WIN,1722,8,16,3,6,0,0,3,6,0,0,1,1,1,14.2,2019-03-10
Alex Len,9852,lenal01,ATLANTA HAWKS,HOME,MEMPHIS GRIZZLIES,WIN,1375,8,13,2,5,2,4,3,5,4,0,2,0,3,19.9,2019-03-13
Alex Len,10373,lenal01,ATLANTA HAWKS,AWAY,BOSTON CELTICS,LOSS,647,3,6,0,2,1,2,2,2,1,0,1,1,2,5.2,2019-03-16
Alex Len,10491,lenal01,ATLANTA HAWKS,AWAY,ORLANDO MAGIC,LOSS,1466,5,8,1,3,2,2,0,3,1,0,1,1,1,10.3,2019-03-17
Alex Len,10894,lenal01,ATLANTA HAWKS,HOME,HOUSTON ROCKETS,LOSS,723,1,3,0,1,0,0,1,0,0,0,0,0,2,0.2,2019-03-19
Alex Len,11148,lenal01,ATLANTA HAWKS,HOME,UTAH JAZZ,WIN,1075,4,10,1,5,3,4,4,2,2,1,0,0,4,10.4,2019-03-21
Alex Len,11439,lenal01,ATLANTA HAWKS,HOME,PHILADELPHIA 76ERS,WIN,1256,6,13,1,5,1,1,2,2,1,0,1,1,2,8.9,2019-03-23
Alex Len,11874,lenal01,ATLANTA HAWKS,AWAY,NEW ORLEANS PELICANS,WIN,1596,5,8,3,5,0,0,1,6,2,1,0,2,4,10.7,2019-03-26
Alex Len,12633,lenal01,ATLANTA HAWKS,HOME,MILWAUKEE BUCKS,WIN,1616,10,15,3,6,0,0,2,4,0,0,0,3,1,15.7,2019-03-31
Alex Poythress,8438,poythal01,ATLANTA HAWKS,AWAY,CHICAGO BULLS,WIN,1567,2,6,2,3,3,4,1,4,3,1,1,0,3,9.7,2019-03-03
Alex Poythress,8626,poythal01,ATLANTA HAWKS,AWAY,MIAMI HEAT,LOSS,1275,1,6,0,1,4,4,3,3,0,0,1,1,2,4.1,2019-03-04
Alex Poythress,8962,poythal01,ATLANTA HAWKS,HOME,SAN ANTONIO SPURS,LOSS,844,2,4,0,1,0,0,1,5,1,0,0,2,3,1.7,2019-03-06
Alfonzo McKinnie,337,mckinal01,GOLDEN STATE WARRIORS,HOME,HOUSTON ROCKETS,LOSS,315,2,2,1,1,0,0,1,1,1,0,0,0,0,6.1,2019-01-03
Alfonzo McKinnie,727,mckinal01,GOLDEN STATE WARRIORS,AWAY,SACRAMENTO KINGS,WIN,464,0,2,0,1,0,0,1,0,2,0,0,1,0,-0.3,2019-01-05
Alfonzo McKinnie,1190,mckinal01,GOLDEN STATE WARRIORS,HOME,NEW YORK KNICKS,WIN,978,2,4,1,3,0,0,2,3,0,0,0,1,1,3.9,2019-01-08
Alfonzo McKinnie,1712,mckinal01,GOLDEN STATE WARRIORS,HOME,CHICAGO BULLS,WIN,1219,1,3,0,1,2,2,2,6,0,0,0,2,5,1.5,2019-01-11
Alfonzo McKinnie,1960,mckinal01,GOLDEN STATE WARRIORS,AWAY,DALLAS MAVERICKS,WIN,979,4,5,2,3,0,0,3,2,0,0,1,1,2,9.7,2019-01-13
Alfonzo McKinnie,2282,mckinal01,GOLDEN STATE WARRIORS,AWAY,DENVER NUGGETS,WIN,1304,1,3,0,2,0,0,1,3,0,0,1,0,2,1.8,2019-01-15
Alfonzo McKinnie,2412,mckinal01,GOLDEN STATE WARRIORS,HOME,NEW ORLEANS PELICANS,WIN,889,3,7,1,3,0,0,0,5,0,1,1,0,1,6.1,2019-01-16
Alfonzo McKinnie,2747,mckinal01,GOLDEN STATE WARRIORS,AWAY,LOS ANGELES CLIPPERS,WIN,669,1,2,0,1,0,0,0,0,0,1,0,1,2,0.2,2019-01-18
Alfonzo McKinnie,3225,mckinal01,GOLDEN STATE WARRIORS,AWAY,LOS ANGELES LAKERS,WIN,1276,3,8,2,5,0,2,2,1,0,0,0,0,5,2.5,2019-01-21
Alfonzo McKinnie,3619,mckinal01,GOLDEN STATE WARRIORS,AWAY,WASHINGTON WIZARDS,WIN,985,4,5,0,0,0,0,2,4,0,1,0,1,2,7.9,2019-01-24
Alfonzo McKinnie,3961,mckinal01,GOLDEN STATE WARRIORS,AWAY,BOSTON CELTICS,WIN,524,0,1,0,1,0,0,1,2,0,0,0,1,0,-0.4,2019-01-26
Alfonzo McKinnie,4244,mckinal01,GOLDEN STATE WARRIORS,AWAY,INDIANA PACERS,WIN,718,0,1,0,0,0,0,1,2,1,1,0,0,1,1.9,2019-01-28
Alfonzo McKinnie,4631,mckinal01,GOLDEN STATE WARRIORS,HOME,PHILADELPHIA 76ERS,LOSS,1607,5,5,0,0,1,2,1,3,0,0,0,0,2,9.9,2019-01-31
Alfonzo McKinnie,4961,mckinal01,GOLDEN STATE WARRIORS,HOME,LOS ANGELES LAKERS,WIN,821,3,6,1,4,0,0,0,2,0,0,1,0,1,4.9,2019-02-02
Alfonzo McKinnie,5549,mckinal01,GOLDEN STATE WARRIORS,HOME,SAN ANTONIO SPURS,WIN,874,1,3,0,1,0,0,3,2,3,0,0,2,4,1.5,2019-02-06
Alfonzo McKinnie,5854,mckinal01,GOLDEN STATE WARRIORS,AWAY,PHOENIX SUNS,WIN,87,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4,2019-02-08
Alfonzo McKinnie,6150,mckinal01,GOLDEN STATE WARRIORS,HOME,MIAMI HEAT,WIN,253,1,1,0,0,0,0,0,0,0,0,0,0,1,1.3,2019-02-10
Alfonzo McKinnie,6424,mckinal01,GOLDEN STATE WARRIORS,HOME,UTAH JAZZ,WIN,320,2,2,0,0,1,2,2,0,0,0,0,0,0,5.4,2019-02-12
Alfonzo McKinnie,6669,mckinal01,GOLDEN STATE WARRIORS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1053,1,2,0,0,0,0,1,1,0,0,0,0,3,0.8,2019-02-13
Alfonzo McKinnie,6876,mckinal01,GOLDEN STATE WARRIORS,HOME,SACRAMENTO KINGS,WIN,492,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.1,2019-02-21
Alfonzo McKinnie,7535,mckinal01,GOLDEN STATE WARRIORS,AWAY,CHARLOTTE HORNETS,WIN,944,2,5,1,3,0,0,2,4,0,0,1,1,1,4.2,2019-02-25
Alfonzo McKinnie,7894,mckinal01,GOLDEN STATE WARRIORS,AWAY,MIAMI HEAT,LOSS,213,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.8,2019-02-27
Alfonzo McKinnie,7998,mckinal01,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,LOSS,1413,2,7,0,2,0,0,1,2,3,2,0,1,2,3.5,2019-02-28
Alfonzo McKinnie,8332,mckinal01,GOLDEN STATE WARRIORS,AWAY,PHILADELPHIA 76ERS,WIN,433,0,0,0,0,0,0,0,1,1,0,0,0,1,0.6,2019-03-02
